-3.173183320061354618e-01,-2.638825401229650813e-01,-2.931452666919380778e-01,-1.165730252471880030e-01,-2.776556761433419604e-02,2.475099082754992907e-01,1.021575084522243354e-01,1.357241329114055317e-01,8.768244069467923119e-02,-2.056215244193277392e-01,-8.727751504877895306e-02,-1.586766867352065388e-02,2.352331814959914835e-01,-4.786982466992459849e-03,1.451721645601342092e-01,2.604960565852762130e-03,-4.516985684703085646e-02,-3.404881397419933231e-01,-1.101939923170036917e-01,1.119898557628507402e-01,-1.589331779918911614e-01,1.496711116561264265e-01,-2.195709500252112645e-01,-5.630361125007000284e-02,-7.092368595260116482e-02,8.058071506387913530e-02,1.277088680427499179e-01,-1.693379888716602388e-01,-2.154927034379689743e-01,-1.708388227290391914e-01,6.159651772612220050e-02,7.380952346078518966e-02,3.812361637528549618e-01,-1.377930661720836170e-01,-2.919482022154594111e-02,3.242936120689118296e-01,-4.222801621002088973e-02,8.512518506253156925e-02,-2.167380911236739538e-01,-9.162338725231089498e-02,-1.534522339925537271e-01,6.611616435963701965e-02,-4.648578233593370079e-02,1.544557434912464666e-01,-2.178539868962866277e-01,-2.482577043319212917e-01,2.772356091682745202e-02,9.089356775249561593e-02,-1.859187761712147863e-02,9.030297468241759232e-03
-8.541890287339747034e-02,-1.333313931823429666e-01,1.430483894094267128e-01,-1.303569914841468391e-01,1.048659074036975142e-01,2.027842849326064734e-01,2.998257130179310948e-01,1.564413545966645558e-01,6.075530775683185558e-02,-5.010532706730441016e-02,-3.633617286637579324e-01,3.152797503625333429e-03,7.773939811319598159e-02,-1.786401078287915348e-02,-3.321415533817043686e-01,-1.827677266704759995e-01,-7.483042725358474145e-02,-9.539095822280321130e-03,-2.544218734954274419e-01,-6.142223060039078003e-02,1.893879699370044356e-01,3.869380078750615792e-02,3.427779722037032073e-01,-1.183008124070952446e-02,-1.285452753586946162e-01,1.504080881202543019e-01,2.826235533985171910e-01,2.139174388091075879e-02,5.762286471227660856e-02,6.291655051312707025e-02,1.271119505533971072e-01,-4.828230636017218774e-02,-7.499653728345100079e-02,-2.304415728130329855e-01,1.502422091687239392e-01,2.321231394618103808e-02,1.596829607354056102e-01,1.766064196921091345e-01,-2.692053477439443898e-01,3.704175851355418631e-02,-1.122389637516661570e-01,7.617701053981186521e-02,5.907612695476559539e-01,-1.960013591767171548e-01,-2.212983926026196591e-01,-1.759868325679787848e-01,1.192032496240004180e-01,5.952415760265815647e-01,6.568930135635457634e-02,8.529103459438218404e-02
-1.653189671263034788e-01,-1.750735549752525100e-01,7.982546961152771348e-02,1.282395041291858051e-01,3.548248805259443701e-03,1.833250447482637213e-01,-9.926927677719032950e-02,-1.609723724290326730e-01,-2.814068430461024936e-02,-1.638147575161003067e-01,-2.950367468879850352e-01,7.365999692304457669e-02,8.018061257558650734e-02,-1.782444075776812853e-01,-9.627477332631043105e-02,9.248689803165167922e-02,-2.752370345530422702e-01,4.220773273023038785e-02,2.427611494277155668e-01,-2.065471565922681052e-01,-2.607709987033540733e-02,-2.875823276007114515e-01,-9.953220914817483000e-02,-1.502366407085437283e-01,1.576247685649070640e-01,3.147234739295317052e-01,-2.164535783401112523e-01,3.773177390873066472e-01,-9.665011418200998572e-02,-5.024079656971526531e-02,-7.781735663700080352e-02,-5.222117671859069499e-02,4.264332497124633803e-01,1.259030087967989153e-01,-1.028574031169351699e-01,-1.651358453427102246e-01,1.880067574495050409e-01,-2.418889179671874223e-01,-2.717315015031956937e-01,-7.260970977323813295e-03,-3.248758591375853766e-01,-7.884898889721861370e-02,2.361342308491114206e-01,-6.512882202105044205e-02,-2.448112053745107874e-01,-4.578324497422563422e-01,3.573076307529894635e-02,-1.995500267281569984e-01,1.657712379597711394e-01,4.929468717392749416e-02
-2.461439089280504644e-01,-2.136717420910069776e-01,5.804267841421829888e-02,-3.080685437143257030e-02,6.730706519790419229e-02,1.049047963200300804e-01,1.497243299826069574e-01,4.385521394527745059e-02,-4.812877167809868628e-01,4.368147602338741109e-01,-1.798960944683281327e-01,-2.318885485142415936e-01,2.354606614713575241e-01,-3.661408736000481418e-02,-2.815807686605127369e-01,1.141631547812260450e-01,8.338444935964417493e-02,5.772508297313669323e-02,4.687815850273305968e-02,-2.979687513315225633e-01,-8.292265327003606190e-02,3.949513505419620096e-01,1.062525080150228951e-01,1.729799887324508789e-01,-2.007558906825584744e-01,4.364465460183516998e-01,-3.015562991561523964e-01,3.771955045964510422e-02,-3.868905968593154276e-01,-9.368997019051245045e-02,-1.547384609826747415e-01,-3.007030865744266673e-02,-1.148357857314257213e-01,2.944855922208872157e-01,-4.709377118568823517e-02,2.239425717007164363e-01,2.549789726577652016e-01,-4.477227262940942920e-02,7.643100429450976063e-02,1.337859585651192118e-01,-2.654133721756303799e-01,1.944121644711880592e-01,-1.613698405680357995e-01,-9.840665859476037391e-02,3.609539898127702151e-01,1.213458326537435045e-01,4.839369317270875714e-01,-3.751561468864753057e-02,-3.452766006008022304e-01,-3.260469386596631658e-01
1.032601725297334488e-01,-9.416708098964344511e-04,-2.058974084079842060e-01,2.220180837422208731e-02,2.920065835223727979e-01,9.308070512545532638e-02,7.128142960536494599e-02,-1.542893117294550365e-01,-5.460097448135182996e-02,-1.691051971380490293e-01,1.523849288425355442e-01,2.012197953732733913e-01,-2.185076805129956001e-01,-8.711723951479186101e-02,1.557997229962728991e-01,2.536856058909916500e-01,3.328657421755993329e-01,-6.178712974920474998e-02,2.054959127200396141e-01,9.529416864630916098e-03,2.151528780047329559e-01,1.840325933448718572e-03,-9.451685004259552381e-03,-3.053145687097878758e-02,-1.820713519664541868e-01,7.619679341789320492e-02,-1.159910420383599393e-02,1.287570037171591741e-01,2.716135773702632039e-01,4.428508334156276982e-01,-2.531790981944973679e-02,-3.826888122140215120e-02,-5.966254903721119468e-02,-1.752291663044998338e-01,2.442640891873698594e-02,-2.812726849723332090e-01,-3.109321670189469922e-01,-3.185939456445656404e-02,4.936644664450748898e-01,1.431430671178187120e-01,7.548463129596987009e-02,4.031784099814608724e-01,-1.748727271243920856e-01,2.711712525657554718e-01,3.531500631702212400e-01,-4.254404115444224838e-02,-4.782767081509025076e-01,1.277239837786740551e-01,9.014140835861571277e-02,2.659963938725290467e-01
-2.714719612757797093e-02,1.071427475991097306e-01,-5.194535658106368137e-02,-1.858647949072529393e-01,1.900278271156214394e-01,-8.477443009249585604e-02,7.423865026340970008e-02,5.105369493093242506e-02,-7.719742340426387350e-02,-7.432793872099534294e-02,5.193916273225978042e-01,1.437059725619206363e-01,-1.436442074820222237e-01,-4.032143002988196057e-01,1.016820562520899807e-01,1.954176906567402228e-01,-1.111977916175672376e-01,3.751420587558118580e-02,-1.952073429765620594e-01,2.007565689507102499e-02,-5.716632650582920833e-02,2.104826984380224128e-02,-4.212115144720716686e-01,-2.743739986241184869e-01,-1.545113624956351017e-01,-2.693174759588988221e-01,2.426882145546789826e-01,2.283209892244782713e-01,9.663076346482059320e-02,2.646282102386668944e-01,-2.247608740776711189e-01,-4.327434559314911194e-02,-6.875264422533843012e-02,-1.117372231498388879e-01,-2.689514682659485123e-01,-4.316931134469429443e-01,-1.413642774520148804e-01,3.104130967984051748e-01,-3.078390800248247960e-01,-1.667880551969846276e-02,-4.679257622280195983e-02,-2.086002420127534562e-01,1.624867026949715076e-01,-1.213428134293654398e-01,5.925365292211338675e-01,-3.462602927049006074e-01,1.209782466314784782e-01,-1.006141672466192155e-01,1.909814670038275930e-01,-2.431607351989451271e-01
-1.843249287573359152e-01,-3.488203131997731354e-01,-1.663217024591229498e-01,2.282756356711682366e-01,-1.849986842525233877e-01,3.088662456343653773e-01,2.397147152733488384e-01,-1.150164020302024415e-01,1.306368874231411681e-01,1.198026536046508661e-01,-2.865719782821492256e-02,-2.159566589395924552e-01,2.215505634207595165e-01,-1.885971661217907686e-02,1.007843660850594597e-01,-2.227702959963498153e-01,-1.808186811978235442e-01,-4.381610881912074290e-02,-1.502483544330066589e-01,1.031751950976045745e-01,-1.417654342155885427e-01,1.083145375998265519e-01,5.965871711458979598e-02,2.705879734849581456e-02,-4.394375752518772660e-02,1.248210202770032307e-01,-8.385911430669085176e-02,1.571655453281024517e-01,3.234730760571413039e-02,3.230372043651191238e-01,1.409632324288163374e-01,-2.400024211445181133e-01,-2.410397629633280747e-01,-7.933137306389748122e-02,-2.143772294580848781e-01,-1.465423392114239415e-02,4.322731180096894138e-02,2.766756600759851525e-01,1.861457729779980863e-01,1.971407554538079088e-01,-5.419212874441677041e-02,2.513550173073311189e-01,-2.285270994973156722e-01,-3.338180198441268592e-02,2.176884777673705751e-02,9.356618590597447216e-02,-2.448773094559090480e-01,4.022342143565019734e-01,-7.817479595694425132e-02,-1.483308497210813481e-01
-1.033025799766691122e-01,-2.065316670552330147e-01,-2.607069514171643787e-01,-4.008428436623123203e-01,-5.755867009509178789e-02,4.802174040030317559e-01,7.909898396085311700e-02,2.222493102354363148e-01,-4.389004933816420539e-02,-1.667998849602082556e-01,1.113211473874654994e-01,1.519712134622073774e-01,-4.294164460548564044e-01,-2.096476846380646367e-02,-4.633595976617905232e-01,-1.655357501752703353e-01,-4.905556028140217184e-01,6.502224152867180917e-02,-2.984782517104399013e-01,6.918256498142834332e-02,4.414692695663308825e-02,-1.411455786094448772e-01,-9.108071530866122811e-02,6.370673726613293453e-02,-4.314541907735033877e-02,-4.032178418353794536e-01,-1.364062179942871211e-01,-1.330436577033744239e-01,1.959197466399879017e-01,-6.293416398363095576e-02,1.586849099179035716e-01,-4.214004757369961551e-02,5.152754066761941476e-02,-4.496171526937934870e-01,-1.251197863939995658e-01,3.257192909838725892e-01,1.923770360941851609e-01,1.628908463082430758e-01,9.771129752975676874e-02,-3.431095966378535089e-01,2.999966689198931349e-02,1.809710619224765837e-01,4.319409664662962056e-01,-3.067509498472529295e-01,4.086279661655945264e-03,2.957853084168568514e-01,-8.792782484840239166e-02,-1.162530084694890914e-01,6.821037175255105500e-02,-3.891559888119936472e-01
-1.919703664216431543e-02,-2.887197646605206558e-02,-3.042153653213955367e-01,-7.024453964871214817e-02,1.535397675245243343e-01,-7.629149095081802501e-02,-1.390274052105217317e-01,3.165438701987478565e-01,-1.668964387649648703e-02,1.542764031085942485e-03,-1.427705350899053094e-01,-1.958553897118355536e-01,2.927726264030129921e-01,-9.527801532106111582e-02,-1.196553815830775358e-01,-4.840652774818836601e-01,2.054292299653673048e-01,-1.890026273834622128e-01,2.565871698770157416e-01,-3.688111639740294656e-01,-3.716538322597212618e-01,4.152979963178542455e-01,-1.004146535921416616e-01,-1.866479534126603279e-01,-2.912531515938584503e-01,-5.845324415688878117e-02,4.379391615682337591e-02,-1.252758411692164731e-01,1.512889144934367602e-01,-3.708769101880259877e-01,3.296607546797005739e-01,-4.448663808036106282e-01,5.437327056548076909e-01,4.484222097595347116e-03,-2.501128630545635945e-01,1.715597806698648531e-01,8.992878617548862030e-03,1.358199860428969674e-01,1.257568404693809871e-01,-3.936112252218804293e-03,-9.924384183363409162e-02,1.933302681458805294e-01,6.863704645323077946e-02,1.013991953108087651e-01,-8.263718058613338246e-02,1.257196848383750343e-01,5.191594590193873010e-02,-2.806503027402305617e-01,-2.144623110816718664e-02,-4.094575466123351326e-01
1.893392827629934438e-01,-1.636424709600505789e-01,4.297269434099229568e-01,-6.438513555256874209e-03,2.022437113870621805e-01,-2.935090622237562438e-02,-1.156197244941450097e-01,6.731683727644635629e-02,-1.054503516166949151e-01,-3.102738360104956850e-01,1.071504235576764726e-03,-2.087691849221803564e-01,1.290226224280132117e-01,-2.600616036041981105e-01,3.269856160035235493e-01,3.324186144461178105e-01,5.979848891526245470e-04,-1.906907028105080670e-01,2.678618638126161744e-01,-1.584665815791155563e-01,-2.142422054945676835e-01,1.011901974098248641e-01,-4.033964516314021975e-01,9.662110941701289313e-02,2.010882575686733509e-01,-4.496750100637053604e-01,5.283866309373160680e-02,2.439591719035776596e-01,1.842092440035195122e-01,4.649549217227888498e-02,-1.206539262804651458e-01,-1.143545565566972261e-01,2.153809664368523322e-02,2.274486266356675335e-01,-8.281016431751662965e-02,-1.683563221055037196e-01,2.258179625620210240e-01,2.476541022243276477e-02,-7.363176702307802114e-03,-2.128023677285070803e-01,1.906233946919765054e-01,-1.144560542331871378e-01,6.133858665035786702e-04,8.120378708279771263e-02,-2.376845937241232332e-01,3.347354407111076124e-01,-1.970517815003752227e-01,1.256137050051734372e-01,1.327564858874224762e-01,5.909219774596481678e-02
4.540415154557996269e-01,2.296928378093162082e-01,3.173889817219693321e-01,2.268910169314455050e-01,2.372412873064143890e-01,9.092072559177320420e-03,2.692102686152747504e-02,8.888496489325060923e-02,3.555737509679733621e-02,2.649979420890244408e-01,-1.261853464608085340e-01,-8.248411011399491358e-03,-3.140282890382396774e-02,-1.334362314654200521e-01,1.598183745965225389e-01,-7.302026369968886432e-02,-9.167595449175727773e-02,-3.147611456585154843e-01,9.166362799467157874e-02,-3.686073315067910361e-01,-1.789545592870687984e-01,-1.948387790899431659e-03,-1.033082427401214587e-01,7.932809191109006786e-02,-8.123686539117519478e-02,-8.123129323482624134e-03,-3.039824750044444190e-01,-2.276367438786977282e-01,2.291188421220237137e-01,-4.662285669663607246e-02,-1.440125683683995093e-02,1.334375870919657092e-01,-9.249470267635030718e-02,-3.053045901331638001e-01,2.415230429577359117e-01,2.612992684697167459e-02,6.501909727600738154e-02,-9.903302069110417327e-02,-5.563129320381527965e-01,-1.230999976759543230e-01,-1.036446189300817972e-01,5.375206708089177443e-01,-4.551942910385793906e-01,3.483356277184767036e-01,-2.466551129998478531e-01,4.673180362739591705e-03,1.883982674849301320e-01,-2.783670155753763253e-02,-5.642763889488563306e-02,-2.196460969827450649e-01
-1.222880298050830761e-01,-3.522504540479442364e-02,-2.636829533906557277e-01,3.013086797942685635e-01,-1.835437189075246334e-01,7.159583331788922644e-02,-1.491810749911445799e-01,1.493699611483168509e-02,7.746142588761886771e-02,1.176445783959561286e-01,2.696847856854131531e-01,4.783612240679791516e-01,-3.525194566655411033e-02,-1.410762226051278934e-01,-9.767346268507824669e-02,3.754796935892746462e-02,-2.121729984861111529e-01,4.905213665923798816e-01,-5.565050194011442880e-02,-3.989842223462854442e-01,-2.122752853125345340e-02,-2.970145446343444018e-01,4.304694196013506002e-01,4.999250075331796994e-01,-4.518416582786731472e-02,-1.165893371872428058e-01,2.117577129496965027e-01,1.585640774417343413e-01,7.177202521430427196e-02,1.205936778723608674e-02,2.559319495954430479e-02,2.005047479906214569e-01,2.657340485551243359e-01,3.105618915048234396e-01,-2.253536860727139990e-01,-2.221429309140532382e-01,-1.034699864329513552e-01,3.689051746661912989e-02,8.458190303149602796e-02,2.756724749429368404e-01,9.757745191813793628e-02,3.207766505049730044e-01,1.228237983703564101e-01,1.150916308786512215e-01,2.180182776997470762e-01,-4.019421255487187067e-02,3.932401128902915377e-01,8.586831903535274702e-02,5.280317500225823607e-02,7.516544206082800827e-02
6.206784219360376303e-02,-3.253347936935261919e-01,-1.243203251194897052e-01,1.960367903324242711e-01,3.031759161205667061e-02,-1.058800464195894936e-02,2.702803069603019193e-01,-4.058799161951222034e-01,-3.659230759562677460e-02,-2.183725820532763651e-01,2.823350833658435088e-01,1.876887679758477701e-01,-3.979549779707516888e-02,-1.102291234399757798e-02,2.348090549625391280e-02,3.081910586198651214e-01,-1.513800583583908566e-01,-3.588747597356263530e-02,2.151136532083632730e-02,-3.285733585133245316e-01,7.003862192586196578e-02,-2.848509668135985606e-01,-1.744780564875404449e-01,2.213078135959988257e-01,9.028913563701286560e-02,-2.243431398776222011e-02,-1.665051239303658170e-01,7.326396629606796163e-02,-2.632848840702970983e-01,-8.972434548139632260e-02,-3.418907944792341086e-02,7.342991636947333867e-02,-3.423071505264415060e-01,-2.264599844477579171e-01,-3.665638566925737141e-02,2.686141041588142042e-01,-1.140909497813039769e-02,1.240257697632185518e-01,2.612770490940471632e-02,3.819196545107833574e-01,-2.015375496258225430e-01,1.032902598284728690e-01,-3.772121962090039388e-02,1.379014930450012943e-01,3.200143503084536267e-02,-3.173290023535330628e-01,-5.052966329623024416e-02,-3.110262976217301190e-01,-1.817673269430040150e-01,-1.441405176307728603e-03
3.033966219136247783e-02,-1.731657448866994742e-01,3.530100560990800940e-01,6.879622872616313056e-02,-9.280776057180123439e-02,-1.632945411610077224e-01,1.083375612810850118e-02,2.189164651043893628e-01,1.436585735138860842e-01,7.550726803895110861e-03,1.227669295451894599e-01,9.954055096569058847e-02,-3.207124293239279056e-01,2.811032201136687281e-01,-2.211171614645751626e-01,1.560686831594843837e-01,6.525948018593012712e-02,-8.366265768594123575e-02,-2.648985757006032116e-01,-2.038260840033731813e-01,-1.141677919523765017e-01,1.180682110354855929e-01,4.727207517287435601e-01,1.955699197208603801e-01,1.094839159051770039e-01,-1.326326496823907186e-01,4.858121050718575834e-02,6.971496518565201833e-03,-1.007703379636682023e-01,1.926162634460470702e-01,-1.345459803548849642e-01,-3.028155317236088662e-01,-3.611482805206313595e-01,-1.183273497134046670e-01,7.374854680190469358e-02,-2.134547905424461767e-01,-3.026085536687429522e-01,3.392395221394346461e-01,1.515999461474694110e-01,7.846671743815773759e-02,2.256952272513019775e-01,-9.328117696687857063e-02,2.651837860907810263e-01,-3.590299336555652920e-01,8.091171031645642830e-02,-7.999439940951232064e-02,-8.836781043970425020e-02,9.578907060421711084e-02,-4.253466619681293276e-02,-2.021580682278279611e-02
-1.585125144357691640e-01,1.721046850196971956e-01,-4.390277222346872787e-01,-3.353405085799905372e-01,-3.313616650323313872e-01,-9.019602618475970612e-02,-1.457498484589369037e-01,2.633162438277247830e-01,-1.058993924052787916e-01,-1.114040879860741795e-01,2.395296563684224112e-01,-5.291342032399177775e-01,1.349587163895561992e-01,2.145309814869197640e-01,1.089580615137819564e-01,5.699380820189687419e-03,2.420773959591815683e-01,6.923945723761090743e-02,-1.294634621379987249e-01,-3.375768731813440504e-01,9.296951103884036616e-02,-8.869653478742961505e-02,9.026944519932397770e-02,-9.349484450499596921e-02,2.943684266898120849e-02,8.107115077444031204e-02,1.402846921869381480e-01,5.707026223594628515e-03,-1.880244152885864441e-03,8.680643692528709765e-02,-1.198727309473277408e-01,-1.116689222865131087e-01,1.768971041819344600e-02,3.066217207327281286e-02,-2.306509831268795108e-01,1.806047675790422857e-01,1.319655458550503604e-02,-1.032235966749796979e-01,-7.013424374133276316e-03,2.543429514700477623e-01,-9.592629922102764717e-02,2.273500403959129723e-01,2.262036942555748636e-02,-5.292551042468285338e-02,9.796765429161276295e-02,-1.693240687240507025e-01,1.661428501272514402e-01,1.436731057330721019e-02,-1.766709716040982259e-01,-1.230477493710246256e-01
1.205843801211498589e-01,2.482936680916966454e-01,-2.220484395027624847e-01,-1.040135002067311826e-01,5.497280056089658834e-02,-3.150175243072671494e-01,-8.209113386424696235e-02,8.427024584560495468e-03,4.737546700889874174e-01,7.363789950349608482e-02,1.510529939135623473e-02,1.185376989876863740e-01,3.751129670921177217e-01,6.680797910314276167e-02,1.073522912318181505e-01,9.381549199757380220e-02,-1.090028623843732752e-01,2.397685652604581164e-01,-4.007473695155396309e-01,4.988810264370555081e-01,-2.615563255649943630e-01,-3.589686780115068920e-01,-5.617309179382704715e-02,1.794525074694815203e-01,-3.950198067014269732e-02,-1.713724989769589979e-01,1.692076715143665810e-01,1.491170309211670986e-01,1.619051719213598084e-01,-1.257861489802367672e-01,3.755732693331002153e-02,-3.911366400076424776e-01,-2.807969700855975637e-01,3.092348770114393686e-01,2.745339856796231159e-01,-1.122602253456290826e-02,-1.097366963443736909e-01,8.559123882247123005e-02,3.134523610888007572e-01,-1.672808281589109602e-01,-5.210358254658258893e-03,-2.734741970289801261e-01,-5.748828503832788088e-03,3.183764811898293079e-01,1.509244291451357356e-01,-4.273438507137676257e-01,8.506456727319569588e-02,-1.169453030695457307e-01,-3.193772493168986482e-01,1.059027385068953518e-02
3.471785123099581094e-01,-5.424188890300526977e-02,8.960246848874296732e-02,-1.806945821051415824e-01,2.986291618827155436e-01,1.454389451339921091e-01,-9.943715403946221110e-02,-1.531665050217597690e-01,4.033334309725734035e-01,3.395753347327628568e-01,1.350199120965029642e-01,-4.827736928151675488e-02,-1.286049258532678263e-01,-7.191279095491359685e-02,4.208247704310843496e-01,-4.680700984522591368e-02,4.264011236020078671e-02,3.967101355791172873e-02,-2.621676076338060879e-01,-2.977998734725712526e-01,-2.482838407826621838e-02,-5.512743722356721054e-01,1.636087297352799563e-01,3.289021955229271543e-01,-8.454826985547890528e-02,4.703112090874663753e-01,2.053467127535877901e-01,1.005420614819591413e-01,2.379922276054822691e-03,7.338286338598330738e-02,2.053651049477193125e-01,8.906801703451604213e-02,2.969980744102164172e-01,1.654660159403121555e-01,-6.810580967950334852e-01,-7.996612478727797846e-02,-2.536058043299689868e-01,-6.769276353097802845e-02,9.158099199222344278e-02,5.162143546210598011e-01,-2.035990268296071770e-01,2.048988436897186682e-01,5.072131763682473649e-01,7.920250007321412433e-02,1.147461637108151827e-01,5.685244623243760481e-02,2.350015293830704788e-01,-5.728689110131543472e-02,1.033298317088249957e-01,3.741002770160865021e-01
